#{"t_start": 1774878562.7637193, "env_id": "None"}
r,l,t
6775.243491,50,0.010326
444.24779,50,0.010326
9467.969265,50,0.026478
5240.290174,50,0.026478
5216.012555,50,0.026478
-138.619715,50,0.042311
-6075.440841,50,0.042311
4212.386027,50,0.042311
-2009.426901,50,0.05844
7732.637554,50,0.05844
3454.264077,50,0.05844
6770.86254,50,0.07425
3191.050697,50,0.07425
4752.187563,50,0.080499
4261.643436,50,0.080499
-2622.699343,50,0.090335
2037.777807,50,0.090335
-486.007894,50,0.090335
2529.500053,50,0.106304
1886.605936,50,0.106304
3051.781623,50,0.137735
4220.765947,50,0.175329
2235.78753,50,0.204853
12121.262551,50,0.230629
-1745.074938,50,0.248394
6479.537563,50,0.288535
7219.961029,50,0.317865
6750.825052,50,0.349519
8789.062556,50,0.377005
91.300067,50,0.39052
7599.225061,50,0.438175
1922.587531,50,0.466204
11026.912552,50,0.494375
5160.513147,50,0.523858
3459.675028,50,0.548955
725.500054,50,0.580908
5071.375053,50,0.596373
4840.02506,50,0.640732
157.504624,50,0.659732
5478.812557,50,0.691948
8817.187551,50,0.74001
7686.012562,50,0.771892
9172.750051,50,0.80373
8205.28755,50,0.841253
7186.087567,50,0.87114
8147.380326,50,0.900398
805.734631,50,0.932519
7345.200048,50,0.968215
11538.637557,50,0.992992
3122.025058,50,1.048791
4414.962554,50,1.09347
459.187565,50,1.11922
-1055.799947,50,1.172549
7251.337558,50,1.198326
6971.800055,50,1.24545
1960.712552,50,1.277328
9026.100055,50,1.314947
3514.187536,50,1.348731
2100.525055,50,1.387774
1505.650037,50,1.421037
6929.23753,50,1.456558
5846.275022,50,1.495695
10174.112557,50,1.534983
1958.587569,50,1.568126
3891.187557,50,1.60837
11821.212535,50,1.644344
-3535.537444,50,1.682037
6310.95036,50,1.715066
6834.644718,50,1.750281
5938.737557,50,1.782144
1773.962562,50,1.823449
6723.287557,50,1.856971
3206.812552,50,1.882321
2074.60006,50,1.908147
7613.712541,50,1.9553
7381.250021,50,1.988319
7383.362547,50,2.018389
2480.112558,50,2.062727
6017.97506,50,2.097527
3526.862559,50,2.141209
11562.625057,50,2.182472
6059.162536,50,2.208292
8500.100054,50,2.247924
10516.575021,50,2.28023
11005.662556,50,2.312509
7920.67505,50,2.34603
10581.562563,50,2.379555
10554.762543,50,2.412327
9665.825049,50,2.447849
4533.33206,50,2.475432
8377.300053,50,2.506829
9201.850048,50,2.538472
10906.487559,50,2.585029
3023.400053,50,2.616376
3976.000038,50,2.65247
9363.050062,50,2.68927
1460.362558,50,2.722864
8074.859012,50,2.756457
2168.570061,50,2.793557
6573.937557,50,2.823075
6823.512551,50,2.860756
10278.487556,50,2.886378
9665.012536,50,2.935639
11208.962536,50,2.965193
5668.39988,50,2.996699
2999.162557,50,3.02845
37.112807,50,3.076072
6142.034194,50,3.10774
6365.300061,50,3.155307
11608.337534,50,3.197146
-435.012441,50,3.234426
8504.962558,50,3.266272
10409.862556,50,3.297769
8568.375054,50,3.345533
2930.162559,50,3.381162
6997.287559,50,3.415926
12228.712559,50,3.453725
9503.200031,50,3.490874
590.562559,50,3.518495
7351.737555,50,3.550316
6476.612557,50,3.597788
6359.437556,50,3.640465
4933.262551,50,3.681479
8515.250053,50,3.708962
6651.150045,50,3.764089
4566.787558,50,3.800483
3233.175056,50,3.837509
8907.950054,50,3.867021
8154.312556,50,3.914844
9562.675054,50,3.946873
8926.000062,50,3.994457
6166.850059,50,4.031406
5398.925046,50,4.058182
5091.750061,50,4.108159
10460.87505,50,4.145769
7003.562559,50,4.169495
8541.087527,50,4.227118
6573.487549,50,4.262707
3234.000022,50,4.295808
11707.937556,50,4.343454
7742.800031,50,4.375191
5351.200058,50,4.406564
11115.612545,50,4.454012
12404.075059,50,4.485846
11219.737537,50,4.533444
7090.762561,50,4.565153
4133.187557,50,4.596969
6643.450069,50,4.642646
3699.750062,50,4.681957
4070.47503,50,4.719564
10196.825053,50,4.757516
6874.075023,50,4.795085
2284.875052,50,4.834496
1514.487559,50,4.876115
3366.512561,50,4.915654
9581.812529,50,4.947179
13328.850044,50,4.994356
7215.78752,50,5.031623
7437.325048,50,5.073919
4038.75006,50,5.117084
1884.53756,50,5.148725
8133.137522,50,5.196183
3907.087549,50,5.242093
7874.200059,50,5.275639
8696.375059,50,5.307454
-144.649946,50,5.355106
3417.737559,50,5.395912
9141.475045,50,5.436193
12846.18755,50,5.4761
7651.200062,50,5.513358
12482.762554,50,5.556036
4369.512556,50,5.593095
8061.612562,50,5.632727
8237.312564,50,5.656238
-2893.01244,50,5.704135
6913.625063,50,5.750837
11107.553598,50,5.791968
10031.637555,50,5.829585
1878.350071,50,5.861516
11528.400057,50,5.89307
4408.46255,50,5.940222
5282.81256,50,5.987847
4559.450035,50,6.03489
7742.550056,50,6.066282
11349.187565,50,6.11899
8989.687561,50,6.154595
13118.300052,50,6.192487
-2709.912445,50,6.240004
9605.000059,50,6.27205
9899.325039,50,6.323529
8924.050053,50,6.352196
10459.525056,50,6.398438
11003.56256,50,6.451926
-402.912483,50,6.487864
6917.800067,50,6.533088
8396.637565,50,6.570352
14278.612558,50,6.610363
3819.50006,50,6.648864
5635.625064,50,6.688219
6786.762557,50,6.729925
6710.037561,50,6.78088
14247.137548,50,6.817255
8994.225071,50,6.858621
5503.487562,50,6.896497
8343.587551,50,6.935849
13212.192855,50,6.967549
9092.587563,50,7.014068
11847.050062,50,7.054558
12718.425058,50,7.099883
12693.950058,50,7.137778
12570.375051,50,7.172786
10391.162562,50,7.220231
9474.262558,50,7.265972
11274.300054,50,7.313127
9706.375059,50,7.346628
8899.400068,50,7.389319
6671.625057,50,7.429361
12013.175043,50,7.468801
2387.63755,50,7.503306
9560.150079,50,7.544274
7091.86256,50,7.581986
9815.25003,50,7.629812
5534.972839,50,7.661738
9261.037577,50,7.709604
7934.488211,50,7.757847
7598.486462,50,7.793749
7167.175062,50,7.836541
2763.312379,50,7.869249
7760.462549,50,7.915746
4277.550868,50,7.960317
12396.40003,50,7.99542
10827.400051,50,8.046809
12062.597326,50,8.09204
7162.569746,50,8.133707
10281.16255,50,8.169046
10319.942106,50,8.200896
5587.612567,50,8.248462
-542.07494,50,8.295946
12604.800073,50,8.335571
13550.662558,50,8.376377
13840.212554,50,8.406524
10765.575059,50,8.462416
8577.467836,50,8.503866
14049.050054,50,8.533401
7125.337556,50,8.581241
4938.650058,50,8.612717
7512.887547,50,8.659979
5923.087545,50,8.706708
6955.637559,50,8.739293
13793.650053,50,8.785614
4655.52981,50,8.824388
4728.388677,50,8.848258
6754.582572,50,8.907018
9195.800046,50,8.944543
10346.937566,50,8.989924
10070.225058,50,9.036111
901.342139,50,9.068631
9125.200031,50,9.116461
4431.43753,50,9.148638
13264.337556,50,9.201458
12405.950035,50,9.241353
3745.156478,50,9.284453
7698.395613,50,9.325226
13492.55004,50,9.362233
10399.012553,50,9.39951
