#{"t_start": 1774878524.4728591, "env_id": "None"}
r,l,t
1506.642746,50,0.015498
3495.502207,50,0.015498
-4024.755488,50,0.015498
6230.459037,50,0.031566
6508.569948,50,0.031566
5248.1324,50,0.031566
2539.616332,50,0.047511
-1016.588527,50,0.047511
-670.999951,50,0.047511
191.14053,50,0.063342
2361.312557,50,0.063342
2649.064402,50,0.063342
3926.337903,50,0.079365
5519.712861,50,0.079958
3506.000041,50,0.079958
767.994362,50,0.079958
2224.150938,50,0.095587
6927.075057,50,0.095587
11152.962545,50,0.095587
1498.037562,50,0.111428
4001.891219,50,0.127459
6709.112578,50,0.159436
-9911.533024,50,0.197535
3886.312528,50,0.223093
6529.182269,50,0.254664
3606.700036,50,0.28624
7991.276575,50,0.302311
2632.425048,50,0.343923
2702.500057,50,0.371685
9341.900025,50,0.397196
9426.688153,50,0.413088
8021.650054,50,0.444917
3314.875052,50,0.480273
-4083.112463,50,0.510232
5545.800054,50,0.541724
7169.537556,50,0.571574
7029.350031,50,0.601357
10860.162554,50,0.619199
-676.587442,50,0.657935
11673.087552,50,0.682683
4985.162545,50,0.712571
6708.287553,50,0.738081
5182.025051,50,0.76655
7965.550051,50,0.798836
4211.637559,50,0.830407
9638.712557,50,0.855963
7305.02506,50,0.887702
5469.72506,50,0.903478
6128.562551,50,0.935894
9590.55005,50,0.966884
6979.575058,50,0.998796
8482.612552,50,1.030872
6746.125031,50,1.062663
11980.900051,50,1.094386
6489.887562,50,1.124279
5219.725061,50,1.151788
1036.362554,50,1.179175
9310.825046,50,1.206694
10954.162557,50,1.220456
5485.237558,50,1.262325
5250.237558,50,1.292119
2735.275035,50,1.315862
10252.400023,50,1.347573
6193.687546,50,1.379238
4597.187557,50,1.411052
5543.587561,50,1.426734
5700.162558,50,1.468332
8642.150059,50,1.499225
7258.300022,50,1.521096
6694.912556,50,1.552618
12817.112545,50,1.58725
12330.525056,50,1.616607
4931.250057,50,1.64879
7728.962551,50,1.679652
9473.050018,50,1.711513
9246.837558,50,1.743782
5126.787555,50,1.777161
8533.900064,50,1.807438
8808.600053,50,1.839128
10702.625059,50,1.869615
8474.375054,50,1.900571
8196.58756,50,1.934279
5370.262553,50,1.963923
2327.625054,50,1.981739
5280.825058,50,2.011431
10926.137556,50,2.055311
12799.26256,50,2.089566
10300.025033,50,2.118079
6845.437557,50,2.137475
7115.400031,50,2.168928
8141.375059,50,2.208437
6985.875019,50,2.235959
743.675049,50,2.263474
1905.850058,50,2.295467
5827.287556,50,2.331256
3583.462562,50,2.358823
9216.450042,50,2.390398
4121.825061,50,2.437794
8584.237557,50,2.46957
5180.275057,50,2.501383
6924.087559,50,2.548986
11163.337552,50,2.582696
3840.250028,50,2.612652
7899.925055,50,2.644429
9989.675055,50,2.676103
7060.050055,50,2.707807
8648.987559,50,2.723659
10612.675058,50,2.771308
5796.100059,50,2.802559
3697.425053,50,2.836374
4042.837558,50,2.865939
8667.875047,50,2.901824
7152.287556,50,2.93326
5154.38756,50,2.960858
11249.825056,50,2.992478
2676.600058,50,3.030416
8387.512551,50,3.060399
8094.787557,50,3.087411
7072.250032,50,3.119067
10938.537521,50,3.150969
7408.225059,50,3.183397
8244.237559,50,3.219477
9662.950027,50,3.249048
7778.825057,50,3.276776
5055.237553,50,3.318323
7560.062559,50,3.339826
8021.550057,50,3.383419
9424.725035,50,3.416768
8317.212553,50,3.434267
7891.475053,50,3.466055
11670.662558,50,3.511941
5885.550058,50,3.539509
9870.462553,50,3.576845
9260.950061,50,3.592518
9585.700057,50,3.6399
7391.825054,50,3.671568
7842.22505,50,3.70408
7233.275058,50,3.735723
9030.550051,50,3.784063
8701.300059,50,3.815185
6740.550048,50,3.846701
9898.500054,50,3.882274
4143.150055,50,3.913267
8601.275047,50,3.944784
-3796.874941,50,3.972466
1789.912559,50,4.00409
4118.225052,50,4.036083
11831.987559,50,4.068129
7460.225061,50,4.11066
4954.337546,50,4.143442
14279.662556,50,4.179341
14145.687552,50,4.211257
2343.25006,50,4.247522
8866.48756,50,4.284219
4555.262561,50,4.321277
2320.687522,50,4.360399
3925.53753,50,4.384521
9636.512539,50,4.432315
6820.450059,50,4.463924
6600.087529,50,4.497712
6322.275057,50,4.527962
9528.97506,50,4.575094
5855.025057,50,4.612627
10497.66256,50,4.642152
5531.325058,50,4.670017
7581.537531,50,4.717579
10433.600061,50,4.755332
11857.212542,50,4.78941
7961.275057,50,4.812725
7805.112544,50,4.852016
7017.575042,50,4.885675
9308.02506,50,4.923501
2411.650061,50,4.963354
11627.700053,50,4.996873
11626.862556,50,5.030395
5459.562532,50,5.06357
10391.537558,50,5.099342
4075.01256,50,5.130861
8255.175058,50,5.160658
10974.362559,50,5.192676
11535.012547,50,5.240681
1307.887557,50,5.272606
15131.537549,50,5.315986
10381.975052,50,5.35219
5827.937539,50,5.386467
7342.425059,50,5.423348
6695.67506,50,5.456603
5683.750052,50,5.486626
6728.55006,50,5.509911
10880.862559,50,5.561499
5392.400047,50,5.588947
4797.937556,50,5.632455
7544.262557,50,5.668053
5449.26256,50,5.71795
6888.937559,50,5.755564
4636.912559,50,5.791139
6984.912559,50,5.831267
9902.462552,50,5.864608
4433.525054,50,5.899106
12598.100037,50,5.9209
8207.862546,50,5.977376
13489.100058,50,6.014165
8777.275044,50,6.047723
86.13756,50,6.079342
284.500017,50,6.11072
8183.16256,50,6.14265
2231.700061,50,6.174338
9586.312552,50,6.206186
11199.662559,50,6.253576
12738.512554,50,6.287625
10606.200045,50,6.338168
10421.437559,50,6.383778
2643.625058,50,6.42754
6559.775055,50,6.466528
13393.150056,50,6.504136
13197.850056,50,6.538156
1635.337533,50,6.569003
1125.20006,50,6.624549
9924.000059,50,6.664374
10079.050035,50,6.696222
8973.312538,50,6.747874
362.125059,50,6.777399
6847.82506,50,6.822775
9366.637559,50,6.866529
7762.63756,50,6.910273
8743.537554,50,6.933972
5190.312558,50,6.966005
9118.787525,50,7.013607
325.900056,50,7.045214
7577.037532,50,7.085011
9058.675059,50,7.120374
5239.287555,50,7.155749
5217.437525,50,7.188658
14614.687559,50,7.219233
7995.200038,50,7.250806
15442.550056,50,7.294896
10520.512559,50,7.335995
5531.150059,50,7.373689
10415.675059,50,7.408736
6341.23754,50,7.440256
-11192.312725,50,7.47985
10444.43755,50,7.503119
9145.487559,50,7.553199
12637.950052,50,7.588202
5872.137552,50,7.621719
5040.537554,50,7.656984
8012.275055,50,7.692674
15966.812556,50,7.724708
5106.250053,50,7.756471
10739.26254,50,7.801437
-1564.274945,50,7.839437
6826.862546,50,7.866842
-1109.35916,50,7.898921
11574.387529,50,7.94635
12039.21253,50,7.979931
-1432.237458,50,8.015277
11726.76255,50,8.048851
14615.07504,50,8.084605
-5289.612439,50,8.119873
1954.251519,50,8.155207
7091.475058,50,8.197638
2529.368656,50,8.229549
11157.775053,50,8.261224
11740.775059,50,8.293231
7322.662532,50,8.340657
12663.637547,50,8.372242
703.075084,50,8.423
9468.037561,50,8.449729
6417.825061,50,8.501072
-1899.262422,50,8.53581
12973.387554,50,8.575305
5715.012564,50,8.607485
8477.162544,50,8.645114
2824.012519,50,8.685824
10314.862561,50,8.727592
7667.650027,50,8.749097
-2684.549932,50,8.796384
13303.487526,50,8.828099
8210.975029,50,8.86055
-10424.551734,50,8.906886
-3092.599839,50,8.938713
7841.950039,50,8.980246
7761.537544,50,9.014025
7597.087527,50,9.051451
8608.387559,50,9.086822
-11448.287728,50,9.121867
-90.512449,50,9.155867
3419.74401,50,9.189562
8190.687563,50,9.223603
4694.25006,50,9.268838
13792.712563,50,9.302917
7941.225061,50,9.339418
12694.662552,50,9.373984
3672.23033,50,9.397675
8319.675054,50,9.429282
-1855.511889,50,9.476645
2007.482623,50,9.508454
-1896.536766,50,9.540225
7714.811034,50,9.589772
-94.550281,50,9.625301
8210.000037,50,9.651475
2067.253639,50,9.698245
2722.425063,50,9.729404
13507.112565,50,9.76119
9848.450041,50,9.808251
10932.37506,50,9.839619
11405.312559,50,9.871177
-1184.053636,50,9.921094
14514.300052,50,9.950807
13996.03756,50,9.991724
14379.612553,50,10.014842
10485.512558,50,10.062257
11734.150047,50,10.099732
8754.537559,50,10.13473
9133.350036,50,10.176641
15218.125059,50,10.203677
-11231.145347,50,10.235405
11716.862553,50,10.266835
14295.187548,50,10.313916
11107.800033,50,10.359273
6620.775041,50,10.400347
2801.423531,50,10.435119
6436.11256,50,10.47172
5650.512547,50,10.505572
9083.100033,50,10.541159
4971.900054,50,10.574746
10615.262535,50,10.610334
