#{"t_start": 1774878819.7176216, "env_id": "None"}
r,l,t
5164.277034,50,0.0
4442.625966,50,0.016042
4174.07949,50,0.016042
7435.925062,50,0.016042
-874.138589,50,0.032153
2430.239279,50,0.032153
3421.337561,50,0.048225
8831.804317,50,0.055737
7957.825022,50,0.055737
3833.359668,50,0.064163
4060.774482,50,0.064163
4507.494676,50,0.064163
-405.254816,50,0.080114
5309.770096,50,0.080114
7891.167012,50,0.080114
3200.800049,50,0.096039
1887.202994,50,0.096039
7261.214977,50,0.111842
6584.24302,50,0.111842
-1214.777058,50,0.111842
-1736.328574,50,0.144653
7200.891298,50,0.181461
4931.13939,50,0.207006
-125.224017,50,0.23913
-2429.769941,50,0.27089
5415.837568,50,0.305129
5720.037551,50,0.335912
2248.844825,50,0.371446
6807.712538,50,0.396965
8519.329622,50,0.439185
6707.175067,50,0.47673
-541.612437,50,0.508258
7827.225057,50,0.544195
9473.601241,50,0.571977
3939.950053,50,0.604919
7339.862553,50,0.656158
9638.100065,50,0.707372
7005.479706,50,0.750234
5520.930231,50,0.78812
10054.021714,50,0.827773
5607.187534,50,0.861583
10772.575051,50,0.90773
7676.175054,50,0.937016
11844.687556,50,0.991351
7825.475056,50,1.034251
8105.475049,50,1.07615
5296.150047,50,1.111511
6807.962558,50,1.15666
4715.200053,50,1.191412
3713.325048,50,1.238982
4036.625063,50,1.270773
11185.950049,50,1.318593
9151.83754,50,1.357107
11026.387553,50,1.399997
4637.637552,50,1.447314
8979.957057,50,1.483104
-12325.650697,50,1.522942
1527.062558,50,1.557576
10885.550063,50,1.58839
10942.475067,50,1.620072
7336.525057,50,1.667545
9382.337558,50,1.705712
8638.062551,50,1.73237
7093.862519,50,1.762343
11304.50003,50,1.794144
11910.287551,50,1.843651
6897.725034,50,1.883453
10724.912548,50,1.913589
-556.3841,50,1.936506
4993.550058,50,1.989734
5981.137549,50,2.025296
4140.949834,50,2.058106
7123.07506,50,2.110349
10111.987544,50,2.142201
9558.550019,50,2.196594
8570.212556,50,2.235431
7598.650061,50,2.271601
10051.262553,50,2.317004
-456.737465,50,2.353806
8597.825059,50,2.379626
11643.200066,50,2.431252
8294.187554,50,2.476298
8873.175055,50,2.513876
7098.137547,50,2.553249
1771.737557,50,2.584528
4819.487552,50,2.616684
8021.637539,50,2.666272
9215.30006,50,2.696018
6097.487556,50,2.728069
9885.362556,50,2.760037
7293.825058,50,2.802014
4995.011959,50,2.835616
2347.871642,50,2.878981
6560.862539,50,2.910565
7057.262558,50,2.952017
8384.800044,50,2.981403
9958.612552,50,3.01312
7500.850061,50,3.056743
8482.900057,50,3.09215
12693.037555,50,3.135827
6641.33756,50,3.172151
8977.562545,50,3.203025
10930.137557,50,3.254773
11974.075047,50,3.296149
6552.725053,50,3.329743
-815.699941,50,3.361405
8061.187556,50,3.412961
7012.212542,50,3.448566
9521.275061,50,3.489969
6350.53754,50,3.529603
8553.275056,50,3.576757
9847.200061,50,3.62284
12914.375031,50,3.663743
8640.200058,50,3.710077
10251.825057,50,3.740896
8589.975059,50,3.788374
3811.787549,50,3.820447
9153.83755,50,3.864747
4915.550052,50,3.903785
8242.962557,50,3.941322
7684.925061,50,3.986174
9468.32506,50,4.025591
4916.612559,50,4.06711
6982.012548,50,4.104864
12485.562555,50,4.148697
7883.537532,50,4.187973
2369.487557,50,4.227512
3283.900026,50,4.266783
7460.362532,50,4.310921
9627.662546,50,4.347711
9295.550059,50,4.373303
8649.100061,50,4.436492
6717.412558,50,4.482413
4077.03753,50,4.515561
4508.275059,50,4.561731
1101.850059,50,4.600713
6804.387557,50,4.646028
4409.625048,50,4.673624
6835.67504,50,4.733475
8591.487558,50,4.775243
5483.025061,50,4.816607
7637.287551,50,4.858432
7987.162552,50,4.895653
4374.837554,50,4.927596
12632.187555,50,4.975014
3023.187556,50,5.006535
3011.00006,50,5.064157
9906.962556,50,5.101426
4083.200061,50,5.132992
10458.087545,50,5.164432
14991.837561,50,5.21855
4027.787555,50,5.259391
8317.41256,50,5.301009
10132.112562,50,5.338341
5229.337553,50,5.370021
1163.15002,50,5.417496
12944.050058,50,5.462425
9434.112541,50,5.506404
14188.475055,50,5.545231
6585.350063,50,5.592793
6090.525054,50,5.652975
6134.625062,50,5.692369
9487.400062,50,5.735828
4995.75007,50,5.767342
8493.350057,50,5.813221
7785.600061,50,5.85057
5549.250059,50,5.890473
626.025059,50,5.929828
2616.625059,50,5.971347
15176.150046,50,6.010967
10783.025045,50,6.036543
4698.437526,50,6.08442
7636.82503,50,6.133907
11767.61256,50,6.163821
8358.237558,50,6.211441
5559.212559,50,6.258928
5315.450059,50,6.306291
8778.462559,50,6.346533
10208.387559,50,6.387665
10963.187559,50,6.433053
710.937559,50,6.483852
6828.450044,50,6.526003
8723.025055,50,6.564176
4187.337563,50,6.607587
2850.775095,50,6.658628
11548.787539,50,6.701618
6250.425059,50,6.749207
4200.200061,50,6.781021
6951.600058,50,6.8376
12225.26254,50,6.877398
12275.787534,50,6.922759
5872.237572,50,6.964833
5840.787554,50,7.011841
11628.937558,50,7.049559
5196.237543,50,7.097021
6108.725047,50,7.139834
-1526.774941,50,7.176943
2853.037558,50,7.224567
10909.762558,50,7.265104
2677.262548,50,7.309485
10244.400039,50,7.357236
12427.250057,50,7.401185
10407.950054,50,7.448298
9312.387559,50,7.487595
11443.28756,50,7.527504
7391.325057,50,7.576841
9366.100029,50,7.628011
6297.700059,50,7.677526
3865.862558,50,7.716739
-3476.587466,50,7.761918
11267.062558,50,7.793825
7493.77506,50,7.841188
13405.200031,50,7.872765
10153.53755,50,7.932871
10557.00006,50,7.9818
4793.750059,50,8.029167
7193.100071,50,8.076424
11527.800051,50,8.10996
7104.61256,50,8.157921
7030.850056,50,8.201753
6459.475058,50,8.250871
6376.062558,50,8.292269
10123.800059,50,8.331665
9354.762565,50,8.366473
3313.412582,50,8.4221
5322.837556,50,8.462999
9790.000059,50,8.504303
3381.375064,50,8.545531
3264.825059,50,8.588579
3746.33756,50,8.628123
5637.050038,50,8.6689
6467.125063,50,8.708691
11247.512558,50,8.756196
4887.637555,50,8.789485
9609.225049,50,8.83707
5710.275055,50,8.884522
12067.637558,50,8.931984
6283.612559,50,8.970759
5806.950029,50,9.011255
13515.825059,50,9.062353
13978.925032,50,9.106426
12721.225055,50,9.138366
9770.862535,50,9.198713
8085.800027,50,9.242292
11138.250054,50,9.287849
9289.100037,50,9.313713
8341.262549,50,9.367102
6658.137539,50,9.408703
2956.062559,50,9.440485
9159.41256,50,9.496299
3519.737538,50,9.543698
9612.737549,50,9.586841
3791.050057,50,9.62708
8425.262528,50,9.669222
4831.662555,50,9.70884
12343.275058,50,9.742952
