#{"t_start": 1774878603.938701, "env_id": "None"}
r,l,t
11497.375041,50,0.0
3301.290088,50,0.015849
-294.730385,50,0.015849
5151.773205,50,0.015849
2520.504783,50,0.031782
6142.234835,50,0.031782
6937.187537,50,0.031782
4332.768054,50,0.047742
6060.275036,50,0.047742
4964.087555,50,0.047742
8952.237553,50,0.063834
7657.575048,50,0.063834
663.717446,50,0.063834
8988.055115,50,0.079614
3268.114948,50,0.079614
2895.843041,50,0.079614
9859.527756,50,0.09583
3955.053279,50,0.100393
8409.700044,50,0.100393
1626.265214,50,0.111598
6613.812536,50,0.143485
3064.786289,50,0.159391
8369.562563,50,0.191273
9889.037555,50,0.223192
5215.237533,50,0.23906
6686.93755,50,0.277099
13495.317105,50,0.30225
4150.541721,50,0.333956
11145.750049,50,0.365635
11960.450042,50,0.393724
2423.275047,50,0.427435
472.821992,50,0.444984
9515.775058,50,0.493811
1845.237561,50,0.52185
8944.613056,50,0.539092
-114.218675,50,0.583229
4395.440617,50,0.602794
-120.687461,50,0.634655
9832.750055,50,0.682914
5211.150026,50,0.700776
7476.11255,50,0.744277
171.325061,50,0.777581
-1360.574979,50,0.808861
-274.26244,50,0.842382
3818.802443,50,0.877121
2790.525048,50,0.910755
10096.662557,50,0.934263
7120.262546,50,0.965745
8206.379008,50,1.010906
9088.38756,50,1.040691
8032.987558,50,1.060195
10361.87597,50,1.101143
8003.262556,50,1.139236
5912.037559,50,1.187873
10691.825055,50,1.218913
7526.292717,50,1.268663
10287.737555,50,1.312741
2129.250019,50,1.344529
8919.47502,50,1.388914
1070.037557,50,1.427543
2591.550019,50,1.455167
8256.075066,50,1.497555
14374.200059,50,1.535964
8507.885422,50,1.565486
8939.675067,50,1.602153
7014.127793,50,1.648898
4662.737556,50,1.682489
5296.250054,50,1.708226
7586.712556,50,1.759422
9116.100047,50,1.790437
5165.712553,50,1.822222
-954.082239,50,1.850031
3552.55003,50,1.881502
757.200059,50,1.929218
6563.925859,50,1.965523
9249.673476,50,1.999075
5722.212551,50,2.032603
-155.799944,50,2.056412
12657.050046,50,2.098906
5323.587545,50,2.133267
6409.850056,50,2.16625
6224.637555,50,2.203563
4347.537545,50,2.229811
8445.825058,50,2.26164
8869.712563,50,2.308773
-1453.687285,50,2.342391
11108.000046,50,2.37641
7530.887519,50,2.408155
2433.797228,50,2.441721
10281.450054,50,2.467232
5435.662558,50,2.512132
12781.250057,50,2.546826
3320.162701,50,2.578708
13044.975051,50,2.618124
8934.837552,50,2.657745
6649.57504,50,2.691046
11155.950024,50,2.726832
10026.137558,50,2.762447
-3725.144186,50,2.799844
8715.162549,50,2.83236
7392.100034,50,2.889935
5067.400053,50,2.935881
2663.612541,50,2.9869
2430.800055,50,3.021909
8884.262554,50,3.069231
8458.062541,50,3.112487
7702.137556,50,3.148094
12180.850055,50,3.184049
8196.025063,50,3.233755
9288.062547,50,3.276165
8692.312556,50,3.317613
12181.925047,50,3.353978
12681.637555,50,3.404657
11748.112556,50,3.448399
7868.475053,50,3.480251
